cell_type,sample,rank,gene,degree_centrality_all
Pericytes/SMC,KO_DM,1,Prdm16,0.16243654822335024
Pericytes/SMC,KO_DM,2,Hey2,0.155668358714044
Pericytes/SMC,KO_DM,3,Ebf1,0.15397631133671744
Pericytes/SMC,KO_DM,4,Prdm1,0.14720812182741116
Pericytes/SMC,KO_DM,5,Mef2c,0.12351945854483926
Pericytes/SMC,KO_DM,6,Klf13,0.11505922165820642
Pericytes/SMC,KO_DM,7,E2f4,0.1116751269035533
Pericytes/SMC,KO_DM,8,Klf8,0.1065989847715736
Pericytes/SMC,KO_DM,9,Klf3,0.10490693739424704
Pericytes/SMC,KO_DM,10,Zbtb7a,0.10152284263959391
Pericytes/SMC,KO_DM,11,Erf,0.09644670050761421
Pericytes/SMC,KO_DM,12,Rad21,0.09475465313028765
Pericytes/SMC,KO_DM,13,Pparg,0.08798646362098139
Pericytes/SMC,KO_DM,14,Srf,0.08460236886632826
Pericytes/SMC,KO_DM,15,Zfp3,0.08121827411167512
Pericytes/SMC,KO_DM,16,Tcf4,0.08121827411167512
Pericytes/SMC,KO_DM,17,Fli1,0.07952622673434856
Pericytes/SMC,KO_DM,18,Smad1,0.07614213197969544
Pericytes/SMC,KO_DM,19,Xbp1,0.07445008460236886
Pericytes/SMC,KO_DM,20,Zbtb33,0.0727580372250423
Pericytes/SMC,KO_DM,21,Zscan22,0.07106598984771574
Pericytes/SMC,KO_DM,22,Rora,0.06937394247038917
Pericytes/SMC,KO_DM,23,Pura,0.06429780033840947
Pericytes/SMC,KO_DM,24,Creb5,0.05922165820642978
Pericytes/SMC,KO_DM,25,Esr1,0.05583756345177665
Pericytes/SMC,KO_DM,26,Prdm11,0.05583756345177665
Pericytes/SMC,KO_DM,27,Nfatc1,0.05414551607445008
Pericytes/SMC,KO_DM,28,Npas3,0.050761421319796954
Pericytes/SMC,KO_DM,29,Vdr,0.049069373942470386
Pericytes/SMC,KO_DM,30,Zbtb16,0.04568527918781726
Pericytes/SMC,KO_DM,31,Nfe2l2,0.043993231810490696
Pericytes/SMC,KO_DM,32,Bach2,0.043993231810490696
Pericytes/SMC,KO_DM,33,Atf1,0.043993231810490696
Pericytes/SMC,KO_DM,34,Ctnna3,0.04230118443316413
Pericytes/SMC,KO_DM,35,Prrx1,0.038917089678511
Pericytes/SMC,KO_DM,36,Nfix,0.038917089678511
Pericytes/SMC,KO_DM,37,Tcf7l1,0.038917089678511
Pericytes/SMC,KO_DM,38,Cebpz,0.03722504230118443
Pericytes/SMC,KO_DM,39,Zbtb17,0.03553299492385787
Pericytes/SMC,KO_DM,40,Cacnb2,0.032148900169204735
Pericytes/SMC,KO_DM,41,Nfatc3,0.032148900169204735
Pericytes/SMC,KO_DM,42,Foxp1,0.030456852791878174
Pericytes/SMC,KO_DM,43,Inpp4b,0.028764805414551606
Pericytes/SMC,KO_DM,44,Sox6,0.028764805414551606
Pericytes/SMC,KO_DM,45,Gata3,0.028764805414551606
Pericytes/SMC,KO_DM,46,Hivep3,0.028764805414551606
Pericytes/SMC,KO_DM,47,Kcnab1,0.02707275803722504
Pericytes/SMC,KO_DM,48,Lin7a,0.02707275803722504
Pericytes/SMC,KO_DM,49,Runx1,0.02707275803722504
Pericytes/SMC,KO_DM,50,Meis1,0.02707275803722504
Pericytes/SMC,WT_DM,1,Ebf1,0.19439579684763572
Pericytes/SMC,WT_DM,2,Prdm16,0.14711033274956217
Pericytes/SMC,WT_DM,3,Hey2,0.14535901926444833
Pericytes/SMC,WT_DM,4,Mef2c,0.1330998248686515
Pericytes/SMC,WT_DM,5,Klf3,0.1295971978984238
Pericytes/SMC,WT_DM,6,E2f4,0.12784588441331
Pericytes/SMC,WT_DM,7,Fli1,0.12609457092819615
Pericytes/SMC,WT_DM,8,Zbtb7a,0.12259194395796848
Pericytes/SMC,WT_DM,9,Prdm1,0.1190893169877408
Pericytes/SMC,WT_DM,10,Npas3,0.10507880910683012
Pericytes/SMC,WT_DM,11,Rad21,0.10332749562171628
Pericytes/SMC,WT_DM,12,Erf,0.10332749562171628
Pericytes/SMC,WT_DM,13,Xbp1,0.09632224168126094
Pericytes/SMC,WT_DM,14,Creb5,0.09457092819614711
Pericytes/SMC,WT_DM,15,Klf13,0.0893169877408056
Pericytes/SMC,WT_DM,16,Rora,0.0840630472854641
Pericytes/SMC,WT_DM,17,Smad1,0.0840630472854641
Pericytes/SMC,WT_DM,18,Klf8,0.07705779334500876
Pericytes/SMC,WT_DM,19,Tcf4,0.07180385288966724
Pericytes/SMC,WT_DM,20,Prdm11,0.06830122591943957
Pericytes/SMC,WT_DM,21,Pparg,0.06654991243432574
Pericytes/SMC,WT_DM,22,Zfp3,0.06129597197898424
Pericytes/SMC,WT_DM,23,Nfatc1,0.0595446584938704
Pericytes/SMC,WT_DM,24,Rfx2,0.05604203152364273
Pericytes/SMC,WT_DM,25,Srf,0.0542907180385289
Pericytes/SMC,WT_DM,26,Atf1,0.05253940455341506
Pericytes/SMC,WT_DM,27,Esr1,0.050788091068301226
Pericytes/SMC,WT_DM,28,Cebpb,0.04903677758318739
Pericytes/SMC,WT_DM,29,Vdr,0.047285464098073555
Pericytes/SMC,WT_DM,30,Zbtb17,0.04553415061295972
